field_1,start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
"997",Public Rack - Langley Ave & Oakwood Blvd,"27","3","0",2023/04/18,2024/01/26,41.82,-87.61,GRAND BOULEVARD,"0","48492503.1554","0","38","38","0","0","28196.8371573"
"1048",Public Rack - Martin Luther King Dr & 44th St,"63","12","0",2023/06/28,2024/01/24,41.814168,-87.6165611666667,GRAND BOULEVARD,"0","48492503.1554","0","38","38","0","0","28196.8371573"
"1176",Public Rack - Prairie Ave & 47th St ,"70","0","0",2023/02/09,2023/12/13,41.8092128333333,-87.62,GRAND BOULEVARD,"0","48492503.1554","0","38","38","0","0","28196.8371573"
"1253",Public Rack - State St & 47th st,"10","0","0",2023/05/25,2023/12/31,41.808781624,-87.627782464,GRAND BOULEVARD,"0","48492503.1554","0","38","38","0","0","28196.8371573"
"1459",State St & Pershing Rd,"210","2","0",2023/02/05,2024/01/31,41.8229836666667,-87.6266305,GRAND BOULEVARD,"0","48492503.1554","0","38","38","0","0","28196.8371573"
"467",Lake Park Ave & 47th St,"2021","16","0",2023/02/01,2024/01/27,41.809057474,-87.5920666666667,KENWOOD,"0","29071741.9283","0","39","39","0","0","23325.1679062"
"989",Public Rack - Lake Park Ave & 44th St,"2","0","0",2023/06/19,2023/08/25,41.8145721666667,-87.5980335,KENWOOD,"0","29071741.9283","0","39","39","0","0","23325.1679062"
"990",Public Rack - Lake Park Ave & 47th St,"8","0","0",2023/05/03,2023/10/11,41.809444904,-87.5921798333333,KENWOOD,"0","29071741.9283","0","39","39","0","0","23325.1679062"
"1594",Woodlawn Ave & Lake Park Ave,"1597","57","1",2023/02/02,2024/01/31,41.813870668,-87.5971158333333,KENWOOD,"0","29071741.9283","0","39","39","0","0","23325.1679062"
"106",California Ave & Winona St,"719","43","0",2023/02/02,2024/01/31,41.97,-87.7,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"119",Campbell Ave & Montrose Ave (Temp),"2","0","0",2023/02/20,2023/02/28,41.961484,-87.692321,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"185",Clark St & Touhy Ave,"1250","42","1",2023/02/02,2024/01/31,41.9812124833333,-87.6904672333333,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"317",Francisco Ave & Foster Ave,"2058","58","1",2023/02/04,2024/01/31,41.9755346666667,-87.7015408333333,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"318",Francisco Ave & Hollywood Ave,"142","2","0",2023/02/25,2024/01/27,41.98,-87.7017425,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"383",Hoyne Ave & Balmoral Ave,"2651","96","1",2023/02/01,2024/01/31,41.979223013,-87.68219173,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"507",Lincoln Ave & Balmoral Ave,"565","7","0",2023/02/01,2024/01/28,41.979322672,-87.693292499,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"1364",Ridge Blvd & Touhy Ave,"862","13","0",2023/02/01,2024/01/28,41.9812124833333,-87.6904672333333,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"1522",Warren Park West,"1229","47","3",2023/02/01,2024/01/31,41.9812124833333,-87.6904672333333,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"1523",Washtenaw Ave & Lawrence Ave,"2654","83","0",2023/02/01,2024/01/31,41.968141317,-87.696387291,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"1560",Western Ave & Gunnison St,"1044","36","0",2023/02/01,2024/01/31,41.969371319,-87.69,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"1575",Winchester (Ravenswood) Ave & Balmoral Ave,"1855","85","2",2023/02/02,2024/01/31,41.9796661666667,-87.6777225,LINCOLN SQUARE,"0","71352328.2399","0","4","4","0","0","36624.6030848"
"59",Blackstone Ave & 59th St,"4463","634","17",2023/09/14,2024/01/31,41.787442565,-87.6280285,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"111",Calumet Ave & 51st St,"1013","13","0",2023/02/04,2024/01/30,41.801697612,-87.618364811,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"208",Cornell Ave & Hyde Park Blvd,"7268","219","5",2023/02/01,2024/01/31,41.801563859,-87.6127505,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"212",Cottage Grove Ave & 51st St,"1505","36","0",2023/02/01,2024/01/31,41.802048206,-87.606690407,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"273",DuSable Museum,"713","12","0",2023/02/01,2024/01/29,41.790859461,-87.608394265,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"599",Museum of Science and Industry,"5321","50","0",2023/02/02,2024/01/31,41.791428566,-87.6258627166667,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"652",Prairie Ave & Garfield Blvd,"1297","43","1",2023/02/02,2024/01/31,41.794573188,-87.6280285,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"662",Public Rack - 53rd St & Indiana Ave,"1","0","0",2023/12/13,2023/12/13,41.798250794,-87.620858073,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"738",Public Rack - Calumet Ave & 51st St,"67","1","0",2023/03/23,2024/01/02,41.8,-87.62,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"1179",Public Rack - Prairie Ave & Garfield Blvd N,"20","0","0",2023/04/28,2023/12/13,41.79,-87.62,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"1180",Public Rack - Prairie Ave & Garfield Blvd S,"95","4","0",2023/04/11,2024/01/29,41.79,-87.62,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"1281",Public Rack - Washington Park Ct & 51st St,"125","3","0",2023/02/15,2024/01/30,41.8,-87.62,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"1451",State St & 54th St,"217","4","0",2023/02/04,2024/01/31,41.7965398333333,-87.62596333,WASHINGTON PARK,"0","42373881.4842","0","40","40","0","0","28175.3160866"
"288",Ellis Ave & 53rd St,"5928","234","9",2023/02/01,2024/01/31,41.7934645,-87.6025781666667,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"372",Harper Ave & 59th St,"4618","117","3",2023/02/01,2024/01/31,41.7873403333333,-87.591936,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"447",Kimbark Ave & 53rd St,"16105","666","12",2023/02/01,2024/01/31,41.787702441,-87.6015859833333,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"468",Lake Park Ave & 53rd St,"6831","212","0",2023/02/01,2024/01/31,41.798202991,-87.5870363333333,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"867",Public Rack - Harold Washington Park,"246","13","0",2023/02/07,2024/01/25,41.8,-87.584863544,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"893",Public Rack - Hyde Park Blvd & 53rd St,"335","25","0",2023/02/04,2024/01/25,41.799109,-87.5846855,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"894",Public Rack - Hyde Park Blvd & 55th St,"183","5","0",2023/02/06,2024/01/27,41.79,-87.584515572,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"1495",University Ave & 59th St,"2698","293","1",2023/08/29,2024/01/31,41.787532568,-87.5994538333333,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"1592",Woodlawn Ave & 58th St,"2963","362","17",2023/09/15,2024/01/31,41.7889117,-87.5970446666667,HYDE PARK,"0","45105380.1732","0","41","41","0","0","29746.7082016"
"2",63rd St Beach,"985","6","0",2023/02/12,2024/01/29,41.7808181666667,-87.576407,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"213",Cottage Grove Ave & 63rd St,"1426","60","1",2023/02/01,2024/01/31,41.779827714,-87.606362224,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"214",Cottage Grove Ave & 67th St,"395","9","0",2023/02/01,2024/01/31,41.773651004,-87.605729103,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"262",Dorchester Ave & 49th St,"1096","26","0",2023/02/01,2024/01/31,41.780446887,-87.596431732,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"263",Dorchester Ave & 63rd St,"956","35","1",2023/02/02,2024/01/30,41.7803421666667,-87.5914353333333,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"267",Drexel Ave & 60th St,"1990","250","6",2023/08/03,2024/01/31,41.785452604,-87.604867697,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"278",Eberhart Ave & 61st St,"324","3","0",2023/02/01,2024/01/19,41.7840408333333,-87.6145916666667,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"291",Ellis Ave & 60th St,"24326","1219","40",2023/02/01,2024/01/31,41.783069134,-87.602986336,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"469",Lake Park Ave & 56th St,"9004","391","7",2023/02/01,2024/01/31,41.7851633333333,-87.6039605,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"760",Public Rack - Champlain Ave & 65th St,"243","1","0",2023/02/06,2024/01/28,41.775666356,-87.61,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"809",Public Rack - Eberhart Ave & 61st St,"5","0","0",2023/07/25,2023/09/15,41.783824205,-87.613098264,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"819",Public Rack - Evans Ave & 63rd St,"31","0","0",2023/03/23,2023/12/27,41.78,-87.61,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"868",Public Rack - Harper Ave & 63rd St,"44","5","0",2023/02/25,2024/01/31,41.78,-87.59,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"960",Public Rack - Kimbark Ave & 63rd St,"31","13","0",2023/04/19,2024/01/31,41.78,-87.5946225,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"991",Public Rack - Lake Shore Dr & Hayes Dr,"7","0","0",2023/05/07,2023/09/30,41.78,-87.574553132,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1045",Public Rack - Marquette Rd & 67th St,"6","0","0",2023/06/01,2023/09/17,41.7730456666667,-87.613163948,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1323",Public Rack - Woodlawn Ave & 63rd St N,"345","27","0",2023/02/02,2024/01/31,41.78,-87.6,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1324",Public Rack - Woodlawn Ave & 63rd St S,"17","3","0",2023/04/02,2024/01/04,41.779731035,-87.6,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1468",Stony Island Ave & 63rd St,"389","11","0",2023/02/16,2024/01/28,41.78,-87.59,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1469",Stony Island Ave & 64th St,"232","2","0",2023/02/07,2024/01/24,41.7788215,-87.586835384,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"1470",Stony Island Ave & 67th St,"295","9","0",2023/02/02,2024/01/21,41.773361,-87.585484743,WOODLAWN,"0","57815179.512","0","42","42","0","0","46936.9592443"
"63",Bosworth Ave & Howard St,"977","24","0",2023/02/04,2024/01/31,42.019338012,-87.670154929,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"168",Clark St & Columbia Ave,"2552","56","4",2023/02/01,2024/01/31,42.0043555,-87.672639251,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"174",Clark St & Jarvis Ave,"1351","45","0",2023/02/01,2024/01/31,42.015801668,-87.6751271666667,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"184",Clark St & Schreiber Ave,"3448","79","0",2023/02/01,2024/01/31,41.999057293,-87.6715765,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"276",Eastlake Ter & Howard St,"1713","19","0",2023/02/01,2024/01/30,42.018357158,-87.664472818,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"327",Glenwood Ave & Morse Ave,"4582","128","1",2023/02/01,2024/01/31,42.0046538333333,-87.6657515,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"328",Glenwood Ave & Touhy Ave,"2104","53","3",2023/02/01,2024/01/31,42.01256454,-87.6665542333333,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"334",Greenview Ave & Jarvis Ave,"3464","85","0",2023/02/01,2024/01/31,42.015858,-87.6688703333333,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"641",Paulina St & Howard St,"2639","74","2",2023/02/01,2024/01/31,42.018464804,-87.673820972,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"1407",Sheridan Rd & Columbia Ave,"3233","85","2",2023/02/01,2024/01/31,42.004333138,-87.6618638333333,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"1408",Sheridan Rd & Greenleaf Ave,"2002","46","1",2023/02/01,2024/01/31,42.010166287,-87.662523508,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"1411",Sheridan Rd & Loyola Ave,"4779","114","3",2023/02/01,2024/01/31,42.000660419,-87.661519885,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"1579",Wolcott Ave & Fargo Ave,"534","15","0",2023/02/02,2024/01/31,42.016794205,-87.677906752,ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
"694",Public Rack - Austin & Higgins,"20","0","0",2023/05/04,2023/12/18,41.97,-87.78,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"721",Public Rack - Bryn Mawr Ave & Milwaukee Ave,"10","0","0",2023/05/20,2023/10/07,41.98,-87.77443,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1003",Public Rack - Laramine Ave & Winnemac Ave,"105","0","0",2023/05/06,2023/12/31,41.97,-87.76,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1012",Public Rack - Leamington & Elston,"35","0","0",2023/05/07,2023/12/22,41.977848768,-87.76,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1019",Public Rack - Linder & Elston,"20","0","0",2023/05/09,2023/09/09,41.98,-87.77,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1036",Public Rack - Lynch & Elston,"30","0","0",2023/05/30,2023/12/25,41.9809751666667,-87.761445761,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1040",Public Rack - Mango & Higgins,"16","0","0",2023/05/10,2023/11/13,41.97,-87.772470236,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1052",Public Rack - Mason Ave & Milwaukee Ave,"1","0","0",2023/07/16,2023/07/16,41.9857305,-87.7772246666667,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1060",Public Rack - Melvina & Foster,"31","0","0",2023/05/14,2023/12/11,41.9754961666667,-87.783414721,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1079",Public Rack - Milwaukee Ave & Catalpa Ave,"54","3","0",2023/05/17,2024/01/30,41.977061629,-87.77,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1083",Public Rack - Milwaukee Ave & Higgins Ave,"196","1","0",2023/05/02,2024/01/03,41.9683415,-87.7614776666667,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1084",Public Rack - Milwaukee Ave & Kennedy Expy,"97","3","0",2023/05/15,2024/01/23,41.97,-87.7639945,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"1161",Public Rack - Parkside & Elston,"10","0","0",2023/06/22,2023/10/08,41.9856748333333,-87.769850254,JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
"745",Public Rack - Central & Prescott,"16","0","0",2023/05/07,2023/07/22,41.99,-87.77,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"772",Public Rack - Cicero & Rosemont,"11","1","0",2023/05/04,2024/01/04,41.99565649,-87.75,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"802",Public Rack - Devon Ave & Central Ave,"5","0","0",2023/05/05,2023/10/07,41.99738121,-87.764172077,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"803",Public Rack - Devon Ave & Kinzua Ave,"1","0","0",2023/06/21,2023/06/21,41.9974398333333,-87.7646311666667,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"804",Public Rack - Devon Ave & Minnehaha Ave (east),"4","0","0",2023/05/29,2023/10/08,41.9973923333333,-87.7629213333333,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"834",Public Rack - Forest Glen & Peterson,"64","1","0",2023/05/05,2024/01/31,41.9898008333333,-87.743004918,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"835",Public Rack - Forest Glen Station ,"19","0","0",2023/08/05,2023/12/16,41.978657007,-87.755621791,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"873",Public Rack - Hiawatha & Mendota,"38","1","0",2023/05/04,2024/01/09,42.006915689,-87.78,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"874",Public Rack - Hiawatha Ave & Minnehaha Ave,"17","0","0",2023/05/21,2023/08/17,41.9994575,-87.760545492,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"914",Public Rack - Keating & Peterson,"36","0","0",2023/05/23,2023/12/31,41.98991549,-87.747394562,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"967",Public Rack - Kinzua Ave & Devon Ave,"13","2","0",2023/05/12,2024/01/29,41.997710347,-87.77,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"975",Public Rack - Kostner & Peterson,"23","1","0",2023/05/03,2024/01/03,41.9899061666667,-87.74,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1011",Public Rack - Leader & Caldwell,"18","0","0",2023/05/05,2023/12/26,41.99,-87.754513621,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1016",Public Rack - Lemont Ave & Keating Ave,"24","0","0",2023/05/20,2023/12/11,41.99,-87.75,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1017",Public Rack - Leoti Ave & Central Ave (south),"8","0","0",2023/05/12,2023/08/09,41.998367906,-87.7635988333333,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1092",Public Rack - Minnehaha Ave & Devon Ave,"14","0","0",2023/05/04,2023/11/24,41.997402072,-87.76197648,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1173",Public Rack - Peterson Park,"18","0","0",2023/06/26,2023/12/26,41.978625894,-87.755630612,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1188",Public Rack - Pulaski & Rosemont,"70","3","0",2023/05/30,2024/01/08,41.9950108333333,-87.7290311666667,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"1319",Public Rack - Winona St & Elston Ave,"25","0","0",2023/05/06,2023/12/01,41.97,-87.750529,FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
"410",Kedzie Ave & Bryn Mawr Ave,"910","15","0",2023/02/02,2024/01/30,41.981450558,-87.710479259,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"412",Kedzie Ave & Foster Ave,"1363","15","0",2023/02/02,2024/01/31,41.975323558,-87.709423,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"421",Keeler Ave & Carmen Ave,"3","2","0",2023/12/29,2024/01/28,41.974323,-87.7331,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"514",Lincoln Ave & Peterson Ave,"488","15","0",2023/02/02,2024/01/31,41.99,-87.71,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"559",McCormick Blvd & Devon Ave,"191","9","0",2023/09/28,2024/01/29,41.99701,-87.71126,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"705",Public Rack - Avers & Granville,"38","0","0",2023/05/23,2023/12/07,41.993745804,-87.72494936,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"715",Public Rack - Bernard St & Foster Ave,"17","1","0",2023/05/10,2024/01/08,41.975584865,-87.712967873,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"722",Public Rack - Bryn Mawr Ave & Spaulding Ave,"24","0","0",2023/05/22,2023/12/10,41.9829566666667,-87.711987376,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"753",Public Rack - Central Park & Bryn Mawr,"19","1","0",2023/05/02,2024/01/28,41.98,-87.72,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"754",Public Rack - Central Park & Peterson,"11","0","0",2023/05/07,2023/11/27,41.99,-87.72,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"765",Public Rack - Christiana & Lincoln,"46","0","0",2023/05/04,2023/12/15,41.99,-87.712756276,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"769",Public Rack - Christiana Ave & Bryn Mawr Ave,"15","0","0",2023/02/13,2023/10/06,41.98,-87.71252954,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"837",Public Rack - Foster Ave & Drake Ave,"35","0","0",2023/05/10,2023/12/15,41.975550771,-87.72,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"878",Public Rack - Hollywood Park,"120","1","0",2023/07/10,2024/01/04,41.989143491,-87.711987019,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"919",Public Rack - Kedvale Ave & Peterson Ave,"21","0","0",2023/05/10,2023/12/11,41.99,-87.7323751666667,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"957",Public Rack - Kimball & Ardmore,"48","0","0",2023/05/17,2023/11/19,41.986908,-87.7140598333333,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"974",Public Rack - Kostner & Bryn Mawr,"17","0","0",2023/05/05,2023/12/11,41.98,-87.74,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"1056",Public Rack - McCormick Blvd & Devon Ave,"37","0","0",2023/02/07,2023/09/25,41.9959911666667,-87.71232,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"1170",Public Rack - Peterson Ave & Bernard Ave,"8","0","0",2023/07/28,2023/10/01,41.9901981666667,-87.7156505,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"1171",Public Rack - Peterson Ave & Drake Ave,"5","0","0",2023/07/30,2023/10/21,41.9900668333333,-87.7176285,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"1187",Public Rack - Pulaski & Ardmore,"10","0","0",2023/06/08,2023/12/05,41.985590696,-87.7286351666667,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
"1202",Public Rack - Pulaski Rd & Stevens Ave,"17","1","0",2023/06/12,2024/01/28,41.9910523333333,-87.7294878333333,NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
